Network,Species,densSD,Dens,rankSD,Rank,cvDens,spName,LifeSpan,r
Beagle,3,0.08286341717992401,0.5753168316831683,3.4591439225156138,108,0.14403092803229087,Zooplankton,1,1
Beagle,95,0,0,2.69568223325797,112,NaN,Scytothamnusâ fasciculatus,NA,NA
Potter,94,9919.056947076788,567.423207920792,9.551776559124242,16,17.48087989460842,Pyropia plocamiestris,1,1
Potter,59,3319.925124630535,264.28465346534654,10.068601080970858,17.5,12.561929272468518,Ascoseira mirabilis,1,1
Potter,60,1328.1902712203014,229.02016831683167,9.897892921439631,17,5.7994467517063955,Desmarestia anceps,1,1
Potter,92,2476.460131263286,211.80540594059406,9.4607188522438,17,11.692147895214104,Porphyra plocamiestris,1,1
Potter,62,1558.557875216999,202.3339603960396,10.303688902767053,17,7.702898080808315,Desmarestia menziesii,1,1
Potter,88,1388.611874206882,196.0431584158416,10.565429442256443,17,7.083194769089545,Lambia antarctica,1,1
Potter,63,1059.7345943308421,192.60760396039603,9.162686222872564,16,5.502039236980201,Geminocarpus geminatus,1,1
Potter,89,986.9635882035404,186.8740693069307,9.620775609238756,17,5.2814368085628045,Neuroglossum delesseriae,1,1
Potter,74,824.2672696887747,186.2540693069307,10.70445240548536,17,4.425499387776882,Curdiea racovitzae,1,1
Potter,61,649.6601189964347,180.90241584158414,9.821062532601488,16,3.5912185913832166,Desmarestia antarctica,1,1
Potter,65,870.4161246115233,180.357900990099,10.99253905678368,17,4.826049315462514,Iridaea cordata,1,1
Potter,69,949.1426802978671,178.08391089108912,9.664434867145685,17,5.329749754195003,Picconiella plumosa,1,1
Potter,67,1104.1025179777048,178.02140594059406,10.409889038303438,18,6.2020772847179115,Myriogramme manginii,1,1
Potter,68,1633.090437507749,177.43329702970297,10.05588981243927,17,9.203968279044963,Phaeurus antarcticus,1,1
Potter,70,822.8644717202801,173.61549504950494,10.249084238493102,17,4.739579675683023,Plocamium cartilagineum,1,1
Potter,79,905.4006439260498,168.56948514851484,9.265216037860544,16,5.371082691083528,Ulothrix sp.,1,1
Potter,91,667.9540076471341,165.42642574257425,9.44147724100908,17,4.03777089814272,Pantoneura plocamioides,1,1
Potter,20,837.322651658732,163.33536633663365,10.197744554262693,17,5.126401406129109,Palmaria decipiens,1,1
Potter,32,674.1961812389417,156.53439603960396,10.325353695100686,18,4.30701621047151,Necromass,1,1
Potter,1,573.2211440818303,153.24220792079208,10.450406020149934,17,3.740621802957297,Aged detritus,1,1
Potter,44,730.1573415720167,147.212801980198,9.335604131736975,17,4.959876666638219,Epiphytic diatomea,1,1
Potter,64,653.2792703924681,145.7888118811881,10.078585907452215,18,4.4809972861625615,Gigartina skottsbergii,1,1
Potter,83,456.4252415360614,144.56320792079208,9.785026200155908,17,3.15727112105967,Callophyllis atrosanguinea,1,1
Potter,50,468.1588372939951,143.10234653465346,10.164432088399217,17,3.271496580111119,Gammaridea,1,1
Potter,66,504.0395163882205,142.77408910891089,10.394470694605902,17,3.530329064146431,Monostroma hariotii,1,1
Potter,98,430.3283282192528,135.50521782178217,9.449902203285047,16,3.17573252998438,Urospora penicilliformis,1,1
Potter,5,373.28353508602896,129.99162376237624,10.805018622261956,18,2.871596832795847,Phytoplankton,1,1
Potter,3,385.6742237210663,126.73971287128713,10.15946921914796,18,3.0430416400954368,Fresh detritus,1,1
Potter,58,329.09339314580694,126.14061386138614,10.808445146573415,18,2.608940792911015,Adenocystis utricularis,1,1
Potter,75,387.70129420484614,124.33169306930694,9.581191117143186,17,3.118282110006558,Georgiella confluens,1,1
Potter,97,396.2146957856783,124.08444554455446,9.656126385708546,17,3.193105260267382,Trematocarpus antarcticus,1,1
Potter,31,425.3894141295494,117.95033663366337,9.887982767137245,20,3.606512929681135,Benthic diatomea,1,1
Potter,115,85.47401713295237,41.34882178217822,11.762196234558422,35,2.0671451675992514,Notothenia coriiceps,16,0.0625
Potter,108,81.77878417720937,35.54341584158416,11.630459431449234,36,2.3008138706109382,Odontaster validus,100,0.01
Potter,48,126.61368559725177,21.013217821782177,13.460440648896395,48,6.025430596641166,Gastropoda,10,0.1
Potter,52,65.57032342033818,15.171564356435644,13.490864591545906,46,4.3219223726605245,Laternula elliptica,36,0.027777777777777776
Potter,107,16.04753907384003,12.378049504950495,8.922259058484393,43,1.2964513566876554,Odontaster meridionalis,100,0.01
Potter,38,18.378222375261828,11.519277227722773,10.682575926639993,47,1.595431901841205,Dendrilla antarctica,100,0.01
Potter,29,14.748421400813863,10.796316831683168,9.289837247017628,45,1.3660604473492979,Ophionotus victoriae,22,0.045454545454545456
Potter,109,8.410951553210241,10.504980198019801,8.786767225679665,45,0.8006632468279867,Perknaster fuscus antarticus,50,0.02
Potter,113,12.411298367269772,10.069326732673268,10.496386908748082,48,1.2325847295228987,Malacobelemnon daytoni,100,0.01
Potter,111,9.159113686194683,9.739029702970297,7.592629519673852,45,0.9404544359692479,Trematomus newnesi,21,0.047619047619047616
Potter,33,14.164410091269357,9.653831683168317,10.73919481643318,50,1.4672319298838967,Porifera,200,0.005
Potter,110,5.046700364684389,9.586019801980198,7.15806691236691,44,0.5264646296309429,Trematomus bernacchii,21,0.047619047619047616
Potter,80,39.49153950443683,9.549316831683168,11.360043423622415,53,4.135535578148372,Aequiyoldia eightsii,49,0.02040816326530612
Potter,112,6.849871054092957,9.406138613861387,7.897821952386084,46,0.7282341176642477,Gobionotothen gibberifrons,22,0.045454545454545456
Potter,116,5.319480499499727,9.295227722772276,7.254437115163252,44,0.5722808152905808,Notothenia rossii,22,0.045454545454545456
Potter,23,3.497929932391439,9.002564356435643,7.154849815046848,45,0.38854817293151384,Chaenocephalus aceratus,17,0.058823529411764705
Potter,119,5.381573172524431,8.992683168316832,8.552390448429165,47,0.5984390945168486,Perknaster aurorae,50,0.02
Potter,105,5.133133034528932,8.672267326732673,9.015456863768042,48,0.5919020760240874,Diplasterias brucei,50,0.02
Potter,49,4.135200323141966,8.493940594059406,8.413557330103998,47,0.4868412107843198,Sterechinus neumayeri,50,0.02
Potter,42,13.359482130055474,8.328237623762377,11.176658386686642,52.5,1.60411875039898,Rossella sp.,200,0.005
Potter,53,15.549488087531186,8.082069306930693,11.220653013708871,54,1.9239488671789646,Nacella concinna,100,0.01
Potter,41,7.2704267996258025,8.072514851485149,11.31878411640906,52,0.9006396313149202,Rosella antartica,200,0.005
Potter,81,3.031146212042437,7.569485148514851,8.850053075515396,49,0.4004428508109504,Aglaophamus trissophyllus,35,0.02857142857142857
Potter,39,12.65821578755967,7.564584158415841,11.416394047730353,56,1.673352496644115,Mycale acerata,100,0.01
Potter,106,27.831196528323556,7.386475247524753,13.087065036564603,72,3.7678589036969883,Laevilacunaria antarctica,4,0.25
Potter,37,6.243675703582526,7.347742574257426,11.244324160474296,54,0.8497406707547212,Chalinidae,100,0.01
Potter,43,5.212544272726198,7.016712871287129,10.94919672436791,55,0.7428755270942164,Stylocordyla borealis,170,0.0058823529411764705
Potter,84,4.939526408119259,6.961792079207921,10.217162346092312,55,0.7095193812052564,Dacrydium sp.,40,0.025
Potter,26,4.627479949160763,6.490821782178218,8.630321978782563,55,0.7129266685254535,Lepidonotothen nudifrons,10,0.1
Potter,19,25.26760044378842,6.367514851485148,14.567055127756413,78,3.9682043989100473,Gondogeneia antarctica,3,0.3333333333333333
Potter,120,22.377230882106907,6.302306930693069,10.783600049613765,67,3.550641237913506,Plakarthrium punctatissimum,6,0.16666666666666666
Potter,25,1.5232572026186393,6.2983069306930695,7.866853970386855,55,0.24185185310602497,Harpagifer antarcticus,9,0.1111111111111111
Potter,36,6.794272555999634,6.176643564356436,10.618251186436396,59,1.0999942744320477,Cellarinella sp.,23,0.043478260869565216
Potter,30,1.2845566714780117,5.729772277227723,7.811830047350526,58,0.22418982977444402,Parachaenichthys charcoti,9,0.1111111111111111
Potter,73,1.3306678788249187,5.362188118811881,7.7895746657614975,60,0.24815762695020097,Margarella antarctica,10,0.1
Potter,72,6.61734251818695,4.986148514851485,9.49343543277759,67,1.3271450897374746,Eatoniella sp.,10,0.1
Potter,100,0.8803779533836552,4.625445544554456,6.314266858944591,64,0.1903336543265817,Paraserolis polita,6,0.16666666666666666
Potter,85,3.294239348760026,4.560574257425743,6.963853405568945,66,0.7223299441723132,Glyptonotus antarcticus,6,0.16666666666666666
Potter,47,17.91747206199629,4.34009900990099,5.4579912668186585,70,4.12835560228499,Bovallia gigantea,5,0.2
Potter,46,2.388417744077454,4.336831683168317,7.424954272313501,68,0.550728715930375,Ascidiacea,10,0.1
Potter,34,1.8116931742856688,4.219772277227722,7.365169701013325,68,0.42933434679937343,Neobuccinum eatoni,10,0.1
Potter,15,6.898096854032478,4.102712871287129,6.810911283559098,70,1.6813501384191099,Charcotia obesa,8,0.125
Potter,24,1.9019868124125843,3.9524752475247524,5.840723418383207,69,0.4812140983308392,Euphausia superba,9,0.1111111111111111
Potter,40,21.639402644065367,3.813029702970297,9.694448996273156,85,5.67512039762202,Nereididae,3,0.3333333333333333
Potter,8,18.62040086435913,3.624990099009901,6.342679921656821,79,5.136676337252603,Cirratulidae,3,0.3333333333333333
Potter,86,5.6010866175033085,3.566722772277228,6.384045350327256,74,1.570373414227316,Hemiarthrum setulosum,6,0.16666666666666666
Potter,103,3.2562080843097023,3.406831683168317,5.292637434305409,74,0.9557877779513497,Oligochaeta,5,0.2
Potter,55,10.702826328860326,3.1239900990099008,5.201485889191223,77,3.426011603638698,Polyplacophora,6,0.16666666666666666
Potter,57,6.92196278583545,3.0567326732673266,5.371022610628612,77,2.2644972674161257,Serolis sp.,6,0.16666666666666666
Potter,99,4.618127996384096,2.9372871287128715,6.289018266053184,79,1.572242615044507,Mysella sp.,4,0.25
Potter,6,0.7595226038061331,2.7697326732673266,4.739107842531452,77,0.2742223504588835,Polychaeta,5,0.2
Potter,10,5.9891157545207845,2.480871287128713,6.294080270098763,84,2.4141178889826285,Ophaeliidae,3,0.3333333333333333
Potter,51,0.28852733262433466,2.4704158415841584,3.008013987359127,80,0.1167930223598777,Hyperiidea,3,0.3333333333333333
Potter,9,22.009182530882,2.3953861386138615,4.458459583966399,89,9.18815642125159,Maldanidae,2,0.5
Potter,4,2.4088805607100015,2.2984653465346536,5.909557840809564,84,1.0480386682104295,Nematoda,3,0.3333333333333333
Potter,12,4.20373187132932,2.291118811881188,6.277025174797772,85,1.834794358777809,Spionidae,3,0.3333333333333333
Potter,78,24.131435637262705,2.0547524752475246,8.651561738814586,99,11.744205653946578,Prostebbingia gracilis,1,1
Potter,82,0.17670969444608664,2.037950495049505,2.6289218760226056,84,0.08670951275575224,Barrukia cristata,2,0.5
Potter,71,1.2582561975657525,1.9551683168316831,3.8922375972586156,86,0.6435539010803608,Doris kerguelensis,2,0.5
Potter,11,1.0360815771397842,1.7221782178217822,4.311074153892552,89,0.6016111261993687,Orbiniidae,3,0.3333333333333333
Potter,13,0.606362639801866,1.6998811881188118,3.975685736709738,89,0.35670883591158653,Seraphsidae,3,0.3333333333333333
Potter,54,1.423345812923518,1.6767920792079207,4.421443787403079,90,0.8488505107895516,Nemertea,3,0.3333333333333333
Potter,16,0.20051365629700504,1.6216039603960397,2.9442269736676976,90,0.12365143474861406,Copepoda,2,0.5
Potter,121,0.07017585453547667,1.3675841584158417,2.837044910434773,92,0.05131373751562446,Urticinopsis antarctica,1,1
Potter,17,11.294774999781668,1.2599504950495048,6.593538560647897,104,8.964459353093776,Eurymera monticulosa,1,1
Potter,118,0.16253751666658298,1.1662178217821781,2.641581524949194,93,0.1393714910120291,Parborlasia corrugatus,1,1
Potter,28,0.0590044344426381,0.9617425742574257,2.429043278999219,95,0.06135158827526817,Octopoda,1,1
Potter,45,0.08625403498286967,0.946079207920792,2.4058634996980186,96,0.09116999323178346,Salpidae,1,1
Potter,56,1.1771480311378633,0.9152772277227723,3.765317199601334,98,1.2861109131564767,Priapulida,1,1
Potter,14,0.14751155808139294,0.8857326732673267,3.049920985536848,98,0.1665418500790383,Cumacea,1,1
Potter,21,4.371538566696793,0.8614455445544554,4.935050021906426,105,5.074654566769833,Paradexamine sp.,1,1
Potter,95,0.06720192619922638,0.8483960396039604,3.2236836284189163,99,0.0792105609434444,Cephalopoda,1,1
Potter,102,0.11459764790940767,0.8375247524752475,3.680225952718535,100,0.13682896842239242,Ostracoda,1,1
Potter,76,0.12683347040606463,0.8329108910891089,3.643799840451898,100,0.1522773585541882,Cheirimedon femoratus,1,1
Potter,22,2.1784784397994548,0.8123267326732674,5.613218971964949,106,2.6817761279754393,Prostebbingia sp.,1,1
Potter,114,0.09084127447598805,0.7784851485148515,4.1124376157144535,102,0.11668979767859378,Metridia gerlachei,1,1
Potter,101,0.07947523686253868,0.767930693069307,4.369380102770007,103,0.1034927208663685,Hydrozoa,1,1
Potter,2,0.08626047162083587,0.764950495049505,4.015447648745995,103,0.11276608379115226,Benthic copepoda,1,1
Potter,27,0.07920395633246595,0.7601980198019802,4.157886966239466,103,0.10418858543343398,Mysida,1,1
Potter,35,0.11635356046173331,0.7537821782178218,4.265666995314441,104,0.15435965962584805,Camptoplites sp.,1,1
Potter,96,0.15307139410349285,0.7389108910891089,4.281150224793257,105,0.20715812413845341,Tanaidacea,1,1
Potter,18,0.09612697121601047,0.7040990099009901,4.264617446144722,106,0.13652479248554514,Gitanopsis squamosa,1,1
Potter,117,0.09422681638910176,0.6391584158415842,3.9880671608787766,109,0.14742325854386612,Oithona similis,1,1
Potter,77,0.8206947687753946,0.6372772277227723,4.108746865018618,110,1.287814365669461,Pariphimedia integricauda,1,1
Potter,90,0.5427321183694083,0.6363762376237624,4.5785633382363775,110,0.8528478693610205,Oradarea bidentata,1,1
Potter,104,0.07425258972614002,0.6352772277227723,3.747911129927954,109,0.11688218384957283,Calanoides acutus,1,1
Potter,87,0.517930548199828,0.6292772277227723,4.159337818822976,110,0.8230562387806635,Hippomedon kergueleni,1,1
Potter,93,0.10140221961435501,0.6187623762376238,3.719886632218323,110,0.16387909722457566,Pseudorchomene plebs,1,1
Potter,7,0.07724486863361413,0.5895346534653465,3.516800233718699,111,0.1310268500410632,Zooplankton,1,1
